Data,Mandante,Placar_Bruto,Visitante,Fase
2006-04-15,Juventude,1-0,Paraná,R1
2006-04-15,Vasco,1-1,Internacional,R1
2006-04-16,Botafogo,1-0,Fortaleza,R1
2006-04-16,Grêmio,2-0,Corinthians,R1
2006-04-16,São Caetano,2-1,Cruzeiro,R1
2006-04-16,São Paulo,1-0,Flamengo,R1
2006-04-16,Santa Cruz,0-0,Figueirense,R1
2006-04-16,Palmeiras,2-3,Ponte Preta,R1
2006-04-16,Atlético Paranaense,1-2,Fluminense,R1
2006-04-16,Goiás,0-0,Santos,R1
2006-04-22,Corinthians,3-0,São Caetano,R2
2006-04-22,Figueirense,6-1,Palmeiras,R2
2006-04-22,Fluminense,1-0,Goiás,R2
2006-04-23,Flamengo,3-1,Juventude,R2
2006-04-23,Internacional,1-0,Santa Cruz,R2
2006-04-23,Ponte Preta,1-2,Vasco,R2
2006-04-23,Santos,2-0,Atlético Paranaense,R2
2006-04-23,Cruzeiro,3-1,Grêmio,R2
2006-04-23,Fortaleza,1-0,São Paulo,R2
2006-04-23,Paraná,0-0,Botafogo,R2
2006-04-29,Fortaleza,2-1,São Caetano,R3
2006-04-29,Botafogo,0-4,Atlético Paranaense,R3
2006-04-29,São Paulo,4-0,Santa Cruz,R3
2006-04-30,Ponte Preta,3-2,Corinthians,R3
2006-04-30,Internacional,1-0,Flamengo,R3
2006-04-30,Palmeiras,1-2,Santos,R3
2006-04-30,Paraná,5-2,Grêmio,R3
2006-04-30,Figueirense,0-2,Cruzeiro,R3
2006-04-30,Juventude,1-1,Goiás,R3
2006-04-30,Vasco,1-1,Fluminense,R3
2006-05-06,Santa Cruz,1-1,Ponte Preta,R4
2006-05-06,Fluminense,2-1,Paraná,R4
2006-05-06,Santos,2-0,Fortaleza,R4
2006-05-07,Atlético Paranaense,1-2,Internacional,R4
2006-05-07,Corinthians,1-3,São Paulo,R4
2006-05-07,Grêmio,1-2,Vasco,R4
2006-05-07,São Caetano,2-0,Palmeiras,R4
2006-05-07,Goiás,2-1,Figueirense,R4
2006-05-07,Cruzeiro,2-0,Juventude,R4
2006-05-07,Flamengo,1-0,Botafogo,R4
2006-05-13,Botafogo,2-2,Grêmio,R5
2006-05-13,Santos,3-1,Ponte Preta,R5
2006-05-13,São Caetano,0-2,Juventude,R5
2006-05-14,Santa Cruz,1-2,Atlético Paranaense,R5
2006-05-14,Figueirense,1-0,Fluminense,R5
2006-05-14,Internacional,3-1,São Paulo,R5
2006-05-14,Palmeiras,1-1,Cruzeiro,R5
2006-05-14,Flamengo,0-0,Fortaleza,R5
2006-05-14,Goiás,2-0,Vasco,R5
2006-05-14,Paraná,1-2,Corinthians,R5
2006-05-20,Atlético Paranaense,2-3,Goiás,R6
