Data,Mandante,Placar_Bruto,Visitante,Fase
2007-05-12,Figueirense,3-6,Atlético Paranaense,R1
2007-05-12,Fluminense,2-2,Cruzeiro,R1
2007-05-12,São Paulo,2-0,Goiás,R1
2007-05-13,Atlético Mineiro,2-1,Náutico,R1
2007-05-13,Flamengo,2-4,Palmeiras,R1
2007-05-13,Internacional,2-3,Botafogo,R1
2007-05-13,Paraná,3-0,Grêmio,R1
2007-05-13,América-RN,0-1,Vasco,R1
2007-05-13,Corinthians,1-0,Juventude,R1
2007-05-13,Sport,4-1,Santos,R1
2007-05-19,Santos,2-3,América-RN,R2
2007-05-19,Atlético Paranaense,2-1,Internacional,R2
2007-05-19,Juventude,1-2,Paraná,R2
2007-05-20,Palmeiras,2-1,Figueirense,R2
2007-05-20,Botafogo,2-1,Atlético Mineiro,R2
2007-05-20,Cruzeiro,0-3,Corinthians,R2
2007-05-20,Goiás,1-3,Flamengo,R2
2007-05-20,Náutico,1-0,São Paulo,R2
2007-05-20,Vasco,3-1,Sport,R2
2007-05-20,Grêmio,2-0,Fluminense,R2
2007-05-26,América-RN,0-1,Figueirense,R3
2007-05-26,Corinthians,0-0,Atlético Mineiro,R3
2007-05-26,Fluminense,3-0,Internacional,R3
2007-05-27,Atlético Paranaense,0-1,Santos,R3
2007-05-27,Grêmio,1-0,Sport,R3
2007-05-27,Náutico,2-2,Vasco,R3
2007-05-27,São Paulo,0-0,Palmeiras,R3
2007-05-27,Cruzeiro,3-4,Paraná,R3
2007-05-27,Flamengo,2-2,Botafogo,R3
2007-05-27,Goiás,3-1,Juventude,R3
2007-06-02,Atlético Mineiro,1-1,Atlético Paranaense,R4
2007-06-02,Botafogo,3-0,Grêmio,R4
2007-06-02,Figueirense,2-1,Goiás,R4
2007-06-03,Juventude,3-0,América-RN,R4
2007-06-03,Palmeiras,1-3,Cruzeiro,R4
2007-06-03,Santos,1-1,Corinthians,R4
2007-06-03,Sport,2-2,Flamengo,R4
2007-06-03,Paraná,0-1,São Paulo,R4
2007-06-03,Vasco,1-1,Fluminense,R4
2007-06-04,Internacional,2-0,Náutico,R4
2007-06-09,Náutico,4-4,Paraná,R5
2007-06-09,Palmeiras,1-1,Botafogo,R5
2007-06-09,Vasco,4-0,Grêmio,R5
2007-06-10,América-RN,1-2,Corinthians,R5
2007-06-10,Atlético Paranaense,0-3,Goiás,R5
2007-06-10,Figueirense,4-0,Flamengo,R5
2007-06-10,Fluminense,3-0,Sport,R5
2007-06-10,Cruzeiro,2-3,Juventude,R5
2007-06-10,Internacional,1-0,Santos,R5
2007-06-10,São Paulo,0-1,Atlético Mineiro,R5
2007-06-14,Botafogo,4-0,Vasco,R12
2007-06-16,Corinthians,0-0,Paraná,R6
2007-06-16,Flamengo,2-2,Internacional,R6
2007-06-16,Grêmio,0-2,Cruzeiro,R6
2007-06-17,Atlético Mineiro,4-1,Figueirense,R6
2007-06-17,Atlético Paranaense,1-1,Fluminense,R6
2007-06-17,Goiás,3-1,Palmeiras,R6
2007-06-17,São Paulo,2-0,Vasco,R6
2007-06-17,Botafogo,3-1,Náutico,R6
2007-06-17,Juventude,0-2,Santos,R6
2007-06-17,Sport,2-2,América-RN,R6
2007-06-23,Juventude,1-1,Figueirense,R7
2007-06-24,América-RN,0-1,Fluminense,R7
2007-06-24,Cruzeiro,4-2,Atlético Mineiro,R7
2007-06-24,Palmeiras,0-2,Atlético Paranaense,R7
2007-06-24,Santos,0-2,São Paulo,R7
2007-06-24,Paraná,1-0,Sport,R7
2007-06-24,Internacional,0-2,Grêmio,R7
2007-06-24,Náutico,0-2,Goiás,R7
2007-06-28,Figueirense,0-0,São Paulo,R8
2007-06-28,Sport,4-1,Náutico,R8
2007-06-30,América-RN,0-3,Goiás,R8
2007-06-30,Cruzeiro,3-1,Vasco,R8
2007-06-30,Santos,0-0,Grêmio,R8
2007-06-30,Corinthians,0-1,Palmeiras,R8
2007-06-30,Fluminense,1-2,Botafogo,R8
2007-06-30,Internacional,1-1,Atlético Mineiro,R8
2007-06-30,Paraná,2-2,Atlético Paranaense,R8
2007-07-03,Palmeiras,2-0,América-RN,R9
2007-07-03,Atlético Paranaense,1-1,Náutico,R9
2007-07-03,Figueirense,2-1,Cruzeiro,R9
2007-07-03,Fluminense,0-0,Paraná,R9
2007-07-03,Grêmio,3-1,Juventude,R9
2007-07-03,São Paulo,1-0,Internacional,R9
2007-07-03,Goiás,1-1,Botafogo,R9
2007-07-04,Atlético Mineiro,1-1,Flamengo,R9
2007-07-04,Sport,2-1,Corinthians,R9
2007-07-04,Vasco,4-0,Santos,R9
2007-07-06,Paraná,0-1,América-RN,R10
2007-07-07,Atlético Mineiro,0-1,Grêmio,R10
2007-07-07,Corinthians,1-1,Fluminense,R10
